,name,diff_num,hunk_num,func_num,Memoery_num_total,Memoery_del_num,Memoery_add_num,Conditions_num_total,Conditions_num_del,Conditions_num_add,Jump_num_total,Jump_num_del,Jump_num_add,Loop_num_total,Loop_num_del,Loop_num_add,Arithmetic_num_total,Arithmetic_num_del,Arithmetic_num_add,relation_num_total,relation_num_del,relation_num_add,Logic_num_total,Logic_num_del,Logic_num_add,bitwise_num_total,bitwise_num_del,bitwise_num_add,Funccall_num_total,Funccall_num_del,Funccall_num_add,Variables_num_total,Variables_num_del,Variables_num_add
10,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-1577/6955,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,8,0,8,6,0,6,0,0,0,0,0,0,3,0,3,14,0,14
11,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-1751/5055,1,2,1,0,0,0,3,1,2,0,0,0,0,0,0,6,1,5,6,2,4,2,0,2,0,0,0,2,1,2,7,3,7
12,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-1751/aa29,1,2,1,0,0,0,3,1,2,0,0,0,0,0,0,6,1,5,6,2,4,2,0,2,0,0,0,2,1,2,7,3,7
13,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-1921/b90f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-1921/c3a1,2,2,2,0,0,0,2,0,2,0,0,0,0,0,0,4,0,4,2,0,2,1,0,1,0,0,0,2,0,2,4,0,4
15,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-2161/8312,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,2,0,2,0,0,0,2,0,2,11,0,11
16,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-2211/eff0,1,6,4,2,1,1,6,3,3,0,0,0,0,0,0,9,3,6,6,3,3,0,0,0,4,1,3,2,1,2,16,13,15
17,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-2486/7e4a,3,6,5,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,1,0,1,7,0,7
18,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-3341/4836,4,6,4,2,1,1,11,6,5,8,4,4,0,0,0,3,1,2,8,3,5,12,7,5,0,0,0,7,6,7,15,13,15
19,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-3378/ad55,1,1,1,0,0,0,4,0,4,1,0,1,0,0,0,1,0,1,4,0,4,3,0,3,0,0,0,0,0,0,5,0,5
20,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-3378/11a7,1,1,1,0,0,0,4,0,4,1,0,1,0,0,0,1,0,1,4,0,4,3,0,3,0,0,0,0,0,0,5,0,5
21,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-3378/a48f,1,1,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,2,1,2
22,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-3378/5ad3,1,1,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,2,1,2
23,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-3596/cd64,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,4,0,4,3,0,3,4,0,4,3,0,3,2,0,2,9,0,9
24,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-3596/0e2b,2,18,7,0,0,0,22,7,15,9,3,6,0,0,0,68,30,38,46,22,24,38,16,22,12,6,6,19,11,16,67,44,51
25,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-3935/6684,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,3,0,3,2,0,2,0,0,0,0,0,0,1,0,1,5,0,5
26,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-3940/c898,1,3,1,0,0,0,4,1,3,2,0,2,0,0,0,2,1,1,6,2,4,0,0,0,0,0,0,0,0,0,5,3,5
27,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-4517/0d22,1,6,2,2,1,1,5,2,3,6,2,4,0,0,0,14,7,7,8,3,5,6,1,5,2,1,1,2,2,2,13,9,12
28,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-4517/a259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-4815/e926,3,10,8,7,2,5,0,0,0,5,2,3,0,0,0,10,5,5,0,0,0,18,8,10,10,5,5,8,3,6,13,9,13
30,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-4862/b110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-4862/665f,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
32,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-4862/fa04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-4862/0fa4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-4862/7d76,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
35,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-4930/905f,1,1,1,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,2,2,2,4,3,4
36,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2011-4930/5e55,19,24,19,4,2,2,4,2,2,0,0,0,0,0,0,35,5,30,8,4,4,10,5,5,0,0,0,10,10,10,28,28,28
37,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-0033/6ae4,1,6,1,0,0,0,4,2,2,0,0,0,0,0,0,107,55,52,20,11,9,16,5,11,0,0,0,11,10,10,20,19,18
38,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-0033/1150,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,60,30,30,12,6,6,4,2,2,0,0,0,7,7,7,11,11,10
39,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-0048/bddf,4,7,4,0,0,0,37,13,24,16,3,13,5,2,3,101,45,56,63,30,33,56,16,40,0,0,0,6,3,5,92,64,91
40,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-0064/7d25,3,4,3,0,0,0,28,0,28,3,0,3,7,0,7,98,0,98,66,0,66,32,0,32,5,0,5,14,0,14,118,0,118
41,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-0868/89e0,1,6,2,4,0,4,6,0,6,1,0,1,1,0,1,42,10,32,17,7,10,3,0,3,0,0,0,4,1,4,20,11,20
42,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-0868/b2ce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-1012/e31c,1,2,2,0,0,0,9,4,5,0,0,0,0,0,0,11,4,7,7,2,5,15,6,9,0,0,0,4,3,4,14,8,12
44,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-1558/6b77,1,7,1,0,0,0,18,1,17,2,0,2,0,0,0,27,9,18,17,6,11,6,1,5,1,0,1,3,1,3,40,13,40
45,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-2119/4aae,1,7,2,0,0,0,9,2,7,2,0,2,1,0,1,16,3,13,10,3,7,2,1,1,0,0,0,4,1,3,17,8,15
46,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-2134/d673,1,3,2,0,0,0,5,1,4,1,0,1,0,0,0,3,0,3,3,0,3,4,1,3,1,0,1,1,0,1,9,1,9
47,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-2134/a7a4,1,2,1,0,0,0,7,5,2,3,2,1,2,1,1,2,1,1,6,3,3,4,2,2,0,0,0,2,2,2,17,17,14
48,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-2134/cd33,1,13,5,0,0,0,8,4,4,13,6,7,9,5,4,40,20,20,27,13,14,28,14,14,6,4,2,8,8,8,43,40,41
49,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-2388/060b,1,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
50,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-2676/e10c,1,2,1,0,0,0,4,0,4,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,4,0,4
51,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-2676/be9d,2,2,2,0,0,0,2,0,2,2,0,2,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,1,0,1,2,0,2
52,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-2676/6a93,1,2,1,0,0,0,7,3,4,0,0,0,0,0,0,2,1,1,4,1,3,2,1,1,2,1,1,0,0,0,4,3,3
53,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-2676/8323,1,2,1,0,0,0,5,2,3,0,0,0,0,0,0,4,1,3,3,1,2,3,1,2,2,0,2,0,0,0,4,3,4
54,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-2676/1a75,1,1,1,2,1,1,1,0,1,1,0,1,0,0,0,9,4,5,1,0,1,0,0,0,0,0,0,0,0,0,6,4,6
55,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-2676/2965,1,1,1,2,1,1,2,0,2,3,1,2,0,0,0,7,3,4,1,0,1,1,0,1,2,1,1,2,2,2,8,6,8
56,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-2792/065b,1,4,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,1,0,1,7,4,6
57,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4024/9c01,1,9,4,1,0,1,0,0,0,0,0,0,0,0,0,23,9,14,2,1,1,0,0,0,1,0,1,4,3,3,16,14,14
58,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4024/19c3,1,9,4,1,0,1,0,0,0,0,0,0,0,0,0,23,9,14,2,1,1,0,0,0,1,0,1,4,3,3,16,14,14
59,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4024/39b1,1,8,3,1,0,1,0,0,0,0,0,0,0,0,0,17,6,11,2,1,1,0,0,0,1,0,1,3,2,2,7,6,6
60,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4398/7862,1,12,4,7,1,6,7,1,6,5,1,4,3,1,2,35,7,28,15,4,11,8,2,6,16,7,9,16,8,15,22,16,22
61,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4436/e2c0,1,18,8,10,2,8,12,2,10,13,2,11,2,1,1,38,18,20,31,13,18,28,12,16,8,4,4,8,4,6,43,20,39
62,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4436/f4c1,1,4,1,0,0,0,4,1,3,1,0,1,0,0,0,8,2,6,4,1,3,0,0,0,0,0,0,0,0,0,9,3,8
63,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4436/263f,2,7,2,0,0,0,16,2,14,0,0,0,0,0,0,17,5,12,13,2,11,3,0,3,1,0,1,1,0,1,14,9,14
64,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4436/c5b2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4436/d46b,5,34,13,0,0,0,24,3,21,18,1,17,6,3,3,70,18,52,31,5,26,37,10,27,2,1,1,7,6,7,48,20,47
66,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4436/a60f,10,26,14,5,2,3,32,0,32,11,1,10,4,2,2,73,3,70,33,4,29,21,3,18,12,0,12,11,1,11,83,31,80
67,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4455/b7fc,27,233,47,19,11,8,314,310,4,118,118,0,10,10,0,527,479,48,119,109,10,138,136,2,151,144,7,34,34,6,199,198,33
68,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4455/5834,18,65,24,0,0,0,71,53,18,19,13,6,0,0,0,118,71,47,21,3,18,18,14,4,117,94,23,16,14,6,61,53,27
69,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4455/8a63,18,61,11,2,0,2,87,18,69,50,10,40,0,0,0,206,59,147,89,18,71,37,4,33,37,23,14,24,7,24,67,24,63
70,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4455/5667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4564/872f,1,6,2,2,1,1,11,4,7,1,0,1,0,0,0,31,13,18,7,2,5,2,0,2,0,0,0,6,5,6,26,18,25
72,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4564/882d,1,2,1,2,1,1,4,1,3,0,0,0,0,0,0,7,2,5,1,0,1,0,0,0,0,0,0,5,2,5,13,2,13
73,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4564/3767,1,2,1,2,1,1,4,1,3,0,0,0,0,0,0,7,2,5,1,0,1,0,0,0,0,0,0,5,2,5,13,2,13
74,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4564/1f50,1,2,1,2,1,1,4,1,3,0,0,0,0,0,0,7,2,5,1,0,1,0,0,0,0,0,0,5,2,5,13,2,13
75,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4564/8005,1,6,2,2,1,1,11,4,7,1,0,1,0,0,0,31,13,18,7,2,5,2,0,2,0,0,0,6,5,6,26,18,25
76,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4564/89d1,1,6,2,2,1,1,11,4,7,1,0,1,0,0,0,31,13,18,7,2,5,2,0,2,0,0,0,6,5,6,26,18,25
77,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4564/2c31,1,2,1,2,1,1,4,1,3,0,0,0,0,0,0,7,2,5,1,0,1,0,0,0,0,0,0,5,2,5,13,2,13
78,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-4564/d2af,1,6,2,2,1,1,11,4,7,1,0,1,0,0,0,31,13,18,7,2,5,2,0,2,0,0,0,6,5,6,26,18,25
79,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-5468/f34b,1,2,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,2,2,2
80,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-6075/6c3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-6075/e6e1,1,2,2,0,0,0,5,2,3,0,0,0,0,0,0,2,1,1,5,2,3,5,2,3,2,1,1,0,0,0,7,6,7
82,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-6075/f9ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-6075/ab62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-6075/5684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-6096/7477,4,17,7,9,0,9,12,1,11,0,0,0,9,0,9,65,25,40,10,0,10,30,0,30,0,0,0,12,4,11,37,22,37
86,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2012-6709/4c47,1,3,2,0,0,0,6,1,5,3,1,2,1,0,1,13,4,9,7,2,5,6,1,5,0,0,0,4,0,4,10,3,9
87,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-0848/7106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-1847/83b3,1,4,1,2,0,2,2,0,2,2,0,2,0,0,0,21,10,11,17,8,9,12,3,9,0,0,0,1,0,1,21,5,21
89,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-1923/f9f5,3,10,6,1,0,1,8,0,8,2,0,2,2,1,1,40,16,24,6,1,5,2,0,2,0,0,0,7,3,6,41,30,39
90,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-2139/8ad5,3,26,7,0,0,0,44,21,23,1,0,1,0,0,0,9,3,6,6,0,6,2,0,2,2,1,1,0,0,0,11,4,9
91,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-2139/5e33,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-2221/4654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-2221/c861,4,11,6,3,0,3,3,0,3,2,0,2,0,0,0,40,11,29,15,5,10,5,1,4,7,1,6,5,4,5,62,18,60
94,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-2222/4654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-2222/c861,4,11,6,3,0,3,3,0,3,2,0,2,0,0,0,40,11,29,15,5,10,5,1,4,7,1,6,5,4,5,62,18,60
96,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-4136/9dda,3,6,3,0,0,0,12,1,11,6,1,5,1,0,1,23,0,23,11,2,9,17,2,15,5,1,4,17,6,15,59,15,59
97,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-4136/5483,1,2,1,0,0,0,8,0,8,5,0,5,1,0,1,21,3,18,4,0,4,17,1,16,1,0,1,9,1,9,44,6,44
98,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-4150/b24c,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,8,0,8,6,0,6,2,0,2,0,0,0,1,0,1,7,0,7
99,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-4150/eea7,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,8,0,8,6,0,6,2,0,2,0,0,0,1,0,1,7,0,7
100,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-4231/9eae,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3
101,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-4231/8dc7,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3
102,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-4231/4465,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3
103,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-4231/8d72,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3
104,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-4420/dcac,4,10,4,0,0,0,9,2,7,5,2,3,4,0,4,41,9,32,18,6,12,4,0,4,2,1,1,4,3,4,18,13,18
105,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-4494/a321,1,5,1,1,0,1,8,2,6,1,0,1,2,1,1,33,10,23,21,7,14,11,6,5,6,0,6,14,6,12,39,20,32
106,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-4512/7314,3,11,3,0,0,0,6,5,1,10,7,3,0,0,0,70,53,17,41,29,12,2,0,2,20,18,2,3,2,1,26,24,17
107,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-4531/9c01,1,1,2,0,0,0,3,1,2,0,0,0,0,0,0,2,1,1,3,1,2,1,0,1,0,0,0,0,0,0,3,2,3
108,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-4531/d2ef,1,1,2,0,0,0,3,1,2,0,0,0,0,0,0,2,1,1,3,1,2,1,0,1,0,0,0,0,0,0,3,2,3
109,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-4547/3198,31,70,55,19,1,18,127,18,109,42,2,40,7,2,5,310,31,279,222,29,193,68,11,57,40,0,40,56,7,55,254,56,249
110,/mnt/data/tracer/项目迁移文件/tracer-master/Patchlocator-master/output/patches/CVE-2013-6367/69ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
